tdate,subportfolio,portfolio,security_id,strike,derivative_type,currency,total_active_lots
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 ADOP 73.25 66 0 20250423 20251008 20250423,73.25,amer_down_out_put,USD,0.115476
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 ADOP 83.5 75 0 20240321 20251008 20240321,83.5,amer_down_out_put,USD,0.025761
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 AUOC 64.25 72 0 20250307 20251008 20250307,64.25,amer_up_out_call,USD,0.028409
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 AUOC 65.2 71 0 20250620 20251008 20250620,65.2,amer_up_out_call,USD,0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 AUOC 65.5 73 0 20250312 20251008 20250312,65.5,amer_up_out_call,USD,0.028902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 AUOC 66.2 73 0 20250320 20251008 20250320,66.2,amer_up_out_call,USD,0.05988
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 AUOC 67.3 72 0 20250722 20251008 20250722,67.3,amer_up_out_call,USD,0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 AUOP 64.25 72 0 20250307 20251008 20250307,64.25,amer_up_out_put,USD,-0.056818
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 AUOP 65.2 71 0 20250620 20251008 20250620,65.2,amer_up_out_put,USD,-0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 AUOP 65.5 73 0 20250312 20251008 20250312,65.5,amer_up_out_put,USD,-0.057804
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 AUOP 66.2 73 0 20250320 20251008 20250320,66.2,amer_up_out_put,USD,-0.11976
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25 AUOP 67.3 72 0 20250722 20251008 20250722,67.3,amer_up_out_put,USD,-0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25C 67,67.0,vanilla_call,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25C 71.99,71.99,vanilla_call,USD,-429.268293
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25C 72,72.0,vanilla_call,USD,423.043902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25C 76,76.0,vanilla_call,USD,-1.481482
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25P 67,67.0,vanilla_put,USD,1094.335682
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25P 67.01,67.01,vanilla_put,USD,-1095.93496
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25P 72,72.0,vanilla_put,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251008.Z25P 76,76.0,vanilla_put,USD,0.740741
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.H26 AUOC 64.75 74 0 20250403 20251009 20250403,64.75,amer_up_out_call,USD,0.112613
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.H26 AUOC 65.75 72 0 20250620 20251009 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.H26 AUOC 67.55 75.5 0 20250401 20251009 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.H26 AUOC 68.05 73.5 0 20250722 20251009 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.H26 AUOP 64.75 74 0 20250403 20251009 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.H26 AUOP 65.75 72 0 20250620 20251009 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.H26 AUOP 67.55 75.5 0 20250401 20251009 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.H26 AUOP 68.05 73.5 0 20250722 20251009 20250722,68.05,amer_up_out_put,USD,-0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 ADOC 73.25 66 0 20250423 20251009 20250423,73.25,amer_down_out_call,USD,-0.230952
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 ADOC 83.5 75 0 20240321 20251009 20240321,83.5,amer_down_out_call,USD,-0.051522
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 ADOP 73.25 66 0 20250423 20251009 20250423,73.25,amer_down_out_put,USD,0.115476
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 ADOP 83.5 75 0 20240321 20251009 20240321,83.5,amer_down_out_put,USD,0.025761
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 AUOC 64.25 72 0 20250307 20251009 20250307,64.25,amer_up_out_call,USD,0.028409
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 AUOC 65.2 71 0 20250620 20251009 20250620,65.2,amer_up_out_call,USD,0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 AUOC 65.5 73 0 20250312 20251009 20250312,65.5,amer_up_out_call,USD,0.028902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 AUOC 66.2 73 0 20250320 20251009 20250320,66.2,amer_up_out_call,USD,0.05988
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 AUOC 67.3 72 0 20250722 20251009 20250722,67.3,amer_up_out_call,USD,0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 AUOP 64.25 72 0 20250307 20251009 20250307,64.25,amer_up_out_put,USD,-0.056818
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 AUOP 65.2 71 0 20250620 20251009 20250620,65.2,amer_up_out_put,USD,-0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 AUOP 65.5 73 0 20250312 20251009 20250312,65.5,amer_up_out_put,USD,-0.057804
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 AUOP 66.2 73 0 20250320 20251009 20250320,66.2,amer_up_out_put,USD,-0.11976
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25 AUOP 67.3 72 0 20250722 20251009 20250722,67.3,amer_up_out_put,USD,-0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25C 67,67.0,vanilla_call,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25C 71.99,71.99,vanilla_call,USD,-429.268293
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25C 72,72.0,vanilla_call,USD,423.043902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25C 76,76.0,vanilla_call,USD,-1.481482
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25P 67,67.0,vanilla_put,USD,1094.335682
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25P 67.01,67.01,vanilla_put,USD,-1095.93496
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25P 72,72.0,vanilla_put,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251009.Z25P 76,76.0,vanilla_put,USD,0.740741
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.H26 AUOC 64.75 74 0 20250403 20251010 20250403,64.75,amer_up_out_call,USD,0.112613
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.H26 AUOC 65.75 72 0 20250620 20251010 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.H26 AUOC 67.55 75.5 0 20250401 20251010 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.H26 AUOC 68.05 73.5 0 20250722 20251010 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.H26 AUOP 64.75 74 0 20250403 20251010 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.H26 AUOP 65.75 72 0 20250620 20251010 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.H26 AUOP 67.55 75.5 0 20250401 20251010 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.H26 AUOP 68.05 73.5 0 20250722 20251010 20250722,68.05,amer_up_out_put,USD,-0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 ADOC 73.25 66 0 20250423 20251010 20250423,73.25,amer_down_out_call,USD,-0.230952
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 ADOC 83.5 75 0 20240321 20251010 20240321,83.5,amer_down_out_call,USD,-0.051522
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 ADOP 73.25 66 0 20250423 20251010 20250423,73.25,amer_down_out_put,USD,0.115476
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 ADOP 83.5 75 0 20240321 20251010 20240321,83.5,amer_down_out_put,USD,0.025761
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 AUOC 64.25 72 0 20250307 20251010 20250307,64.25,amer_up_out_call,USD,0.028409
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 AUOC 65.2 71 0 20250620 20251010 20250620,65.2,amer_up_out_call,USD,0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 AUOC 65.5 73 0 20250312 20251010 20250312,65.5,amer_up_out_call,USD,0.028902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 AUOC 66.2 73 0 20250320 20251010 20250320,66.2,amer_up_out_call,USD,0.05988
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 AUOC 67.3 72 0 20250722 20251010 20250722,67.3,amer_up_out_call,USD,0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 AUOP 64.25 72 0 20250307 20251010 20250307,64.25,amer_up_out_put,USD,-0.056818
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 AUOP 65.2 71 0 20250620 20251010 20250620,65.2,amer_up_out_put,USD,-0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 AUOP 65.5 73 0 20250312 20251010 20250312,65.5,amer_up_out_put,USD,-0.057804
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 AUOP 66.2 73 0 20250320 20251010 20250320,66.2,amer_up_out_put,USD,-0.11976
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25 AUOP 67.3 72 0 20250722 20251010 20250722,67.3,amer_up_out_put,USD,-0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25C 67,67.0,vanilla_call,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25C 71.99,71.99,vanilla_call,USD,-429.268293
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25C 72,72.0,vanilla_call,USD,423.043902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25C 76,76.0,vanilla_call,USD,-1.481482
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25P 67,67.0,vanilla_put,USD,1094.335682
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25P 67.01,67.01,vanilla_put,USD,-1095.93496
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25P 72,72.0,vanilla_put,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251010.Z25P 76,76.0,vanilla_put,USD,0.740741
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.H26 AUOC 64.75 74 0 20250403 20251013 20250403,64.75,amer_up_out_call,USD,0.112613
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.H26 AUOC 65.75 72 0 20250620 20251013 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.H26 AUOC 67.55 75.5 0 20250401 20251013 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.H26 AUOC 68.05 73.5 0 20250722 20251013 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.H26 AUOP 64.75 74 0 20250403 20251013 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.H26 AUOP 65.75 72 0 20250620 20251013 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.H26 AUOP 67.55 75.5 0 20250401 20251013 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.H26 AUOP 68.05 73.5 0 20250722 20251013 20250722,68.05,amer_up_out_put,USD,-0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 ADOC 73.25 66 0 20250423 20251013 20250423,73.25,amer_down_out_call,USD,-0.230952
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 ADOC 83.5 75 0 20240321 20251013 20240321,83.5,amer_down_out_call,USD,-0.051522
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 ADOP 73.25 66 0 20250423 20251013 20250423,73.25,amer_down_out_put,USD,0.115476
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 ADOP 83.5 75 0 20240321 20251013 20240321,83.5,amer_down_out_put,USD,0.025761
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 AUOC 64.25 72 0 20250307 20251013 20250307,64.25,amer_up_out_call,USD,0.028409
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 AUOC 65.2 71 0 20250620 20251013 20250620,65.2,amer_up_out_call,USD,0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 AUOC 65.5 73 0 20250312 20251013 20250312,65.5,amer_up_out_call,USD,0.028902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 AUOC 66.2 73 0 20250320 20251013 20250320,66.2,amer_up_out_call,USD,0.05988
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 AUOC 67.3 72 0 20250722 20251013 20250722,67.3,amer_up_out_call,USD,0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 AUOP 64.25 72 0 20250307 20251013 20250307,64.25,amer_up_out_put,USD,-0.056818
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 AUOP 65.2 71 0 20250620 20251013 20250620,65.2,amer_up_out_put,USD,-0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 AUOP 65.5 73 0 20250312 20251013 20250312,65.5,amer_up_out_put,USD,-0.057804
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 AUOP 66.2 73 0 20250320 20251013 20250320,66.2,amer_up_out_put,USD,-0.11976
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25 AUOP 67.3 72 0 20250722 20251013 20250722,67.3,amer_up_out_put,USD,-0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25C 67,67.0,vanilla_call,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25C 71.99,71.99,vanilla_call,USD,-429.268293
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25C 72,72.0,vanilla_call,USD,423.043902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25C 76,76.0,vanilla_call,USD,-1.481482
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25P 67,67.0,vanilla_put,USD,1094.335682
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25P 67.01,67.01,vanilla_put,USD,-1095.93496
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25P 72,72.0,vanilla_put,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251013.Z25P 76,76.0,vanilla_put,USD,0.740741
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.H26 AUOC 64.75 74 0 20250403 20251014 20250403,64.75,amer_up_out_call,USD,0.112613
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.H26 AUOC 65.75 72 0 20250620 20251014 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.H26 AUOC 67.55 75.5 0 20250401 20251014 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.H26 AUOC 68.05 73.5 0 20250722 20251014 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.H26 AUOP 64.75 74 0 20250403 20251014 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.H26 AUOP 65.75 72 0 20250620 20251014 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.H26 AUOP 67.55 75.5 0 20250401 20251014 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.H26 AUOP 68.05 73.5 0 20250722 20251014 20250722,68.05,amer_up_out_put,USD,-0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 ADOC 73.25 66 0 20250423 20251014 20250423,73.25,amer_down_out_call,USD,-0.230952
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 ADOC 83.5 75 0 20240321 20251014 20240321,83.5,amer_down_out_call,USD,-0.051522
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 ADOP 73.25 66 0 20250423 20251014 20250423,73.25,amer_down_out_put,USD,0.115476
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 ADOP 83.5 75 0 20240321 20251014 20240321,83.5,amer_down_out_put,USD,0.025761
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 AUOC 64.25 72 0 20250307 20251014 20250307,64.25,amer_up_out_call,USD,0.028409
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 AUOC 65.2 71 0 20250620 20251014 20250620,65.2,amer_up_out_call,USD,0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 AUOC 65.5 73 0 20250312 20251014 20250312,65.5,amer_up_out_call,USD,0.028902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 AUOC 66.2 73 0 20250320 20251014 20250320,66.2,amer_up_out_call,USD,0.05988
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 AUOC 67.3 72 0 20250722 20251014 20250722,67.3,amer_up_out_call,USD,0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 AUOP 64.25 72 0 20250307 20251014 20250307,64.25,amer_up_out_put,USD,-0.056818
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 AUOP 65.2 71 0 20250620 20251014 20250620,65.2,amer_up_out_put,USD,-0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 AUOP 65.5 73 0 20250312 20251014 20250312,65.5,amer_up_out_put,USD,-0.057804
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 AUOP 66.2 73 0 20250320 20251014 20250320,66.2,amer_up_out_put,USD,-0.11976
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25 AUOP 67.3 72 0 20250722 20251014 20250722,67.3,amer_up_out_put,USD,-0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25C 67,67.0,vanilla_call,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25C 71.99,71.99,vanilla_call,USD,-429.268293
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25C 72,72.0,vanilla_call,USD,423.043902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25C 76,76.0,vanilla_call,USD,-1.481482
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25P 67,67.0,vanilla_put,USD,1094.335682
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25P 67.01,67.01,vanilla_put,USD,-1095.93496
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25P 72,72.0,vanilla_put,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251014.Z25P 76,76.0,vanilla_put,USD,0.740741
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.H26 AUOC 64.75 74 0 20250403 20251015 20250403,64.75,amer_up_out_call,USD,0.112613
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.H26 AUOC 65.75 72 0 20250620 20251015 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.H26 AUOC 67.55 75.5 0 20250401 20251015 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.H26 AUOC 68.05 73.5 0 20250722 20251015 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.H26 AUOP 64.75 74 0 20250403 20251015 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.H26 AUOP 65.75 72 0 20250620 20251015 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.H26 AUOP 67.55 75.5 0 20250401 20251015 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.H26 AUOP 68.05 73.5 0 20250722 20251015 20250722,68.05,amer_up_out_put,USD,-0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 ADOC 73.25 66 0 20250423 20251015 20250423,73.25,amer_down_out_call,USD,-0.230952
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 ADOC 83.5 75 0 20240321 20251015 20240321,83.5,amer_down_out_call,USD,-0.051522
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 ADOP 73.25 66 0 20250423 20251015 20250423,73.25,amer_down_out_put,USD,0.115476
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 ADOP 83.5 75 0 20240321 20251015 20240321,83.5,amer_down_out_put,USD,0.025761
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 AUOC 64.25 72 0 20250307 20251015 20250307,64.25,amer_up_out_call,USD,0.028409
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 AUOC 65.2 71 0 20250620 20251015 20250620,65.2,amer_up_out_call,USD,0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 AUOC 65.5 73 0 20250312 20251015 20250312,65.5,amer_up_out_call,USD,0.028902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 AUOC 66.2 73 0 20250320 20251015 20250320,66.2,amer_up_out_call,USD,0.05988
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 AUOC 67.3 72 0 20250722 20251015 20250722,67.3,amer_up_out_call,USD,0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 AUOP 64.25 72 0 20250307 20251015 20250307,64.25,amer_up_out_put,USD,-0.056818
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 AUOP 65.2 71 0 20250620 20251015 20250620,65.2,amer_up_out_put,USD,-0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 AUOP 65.5 73 0 20250312 20251015 20250312,65.5,amer_up_out_put,USD,-0.057804
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 AUOP 66.2 73 0 20250320 20251015 20250320,66.2,amer_up_out_put,USD,-0.11976
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25 AUOP 67.3 72 0 20250722 20251015 20250722,67.3,amer_up_out_put,USD,-0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25C 67,67.0,vanilla_call,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25C 71.99,71.99,vanilla_call,USD,-429.268293
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25C 72,72.0,vanilla_call,USD,423.043902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25C 76,76.0,vanilla_call,USD,-1.481482
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25P 67,67.0,vanilla_put,USD,1094.335682
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25P 67.01,67.01,vanilla_put,USD,-1095.93496
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25P 72,72.0,vanilla_put,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251015.Z25P 76,76.0,vanilla_put,USD,0.740741
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251016.H26 AUOC 64.75 74 0 20250403 20251016 20250403,64.75,amer_up_out_call,USD,0.112613
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251016.H26 AUOC 65.75 72 0 20250620 20251016 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251016.H26 AUOC 67.55 75.5 0 20250401 20251016 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251016.H26 AUOC 68.05 73.5 0 20250722 20251016 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251016.H26 AUOP 64.75 74 0 20250403 20251016 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251016.H26 AUOP 65.75 72 0 20250620 20251016 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251016.H26 AUOP 67.55 75.5 0 20250401 20251016 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20251016.H26 AUOP 68.05 73.5 0 20250722 20251016 20250722,68.05,amer_up_out_put,USD,-0.027778
